stock_code,stock_name,train_annualized,test_annualized,total_return_pct,trades,win_rate,buy_hold_return_pct,date_start,date_end
600025,华能水电,8.5576,17.9922,113.17,1,100,113.647,2020-12-25,2025-07-21
000633,合金投资,-32.0975,17.8919,139.168,2,100,73.9377,2020-04-01,2025-07-21
002992,宝明科技,54.1452,17.8389,63.1355,1,100,117.34,2022-07-27,2025-07-21
002535,林州重机,-27.1861,17.7552,158.333,1,100,25.5452,2019-09-30,2025-07-21
000680,山推股份,-7.979,17.7237,166.482,1,100,146.667,2019-07-17,2025-07-21
600499,科达制造,-25.6873,17.7015,158.34,2,50,162.683,2019-09-24,2025-07-21
603121,华培动力,-26.555,17.6654,89.3126,2,50,114.359,2021-08-18,2025-07-21
600839,四川长虹,-10.0185,17.6459,165.19,3,33.3333,238.514,2019-07-19,2025-07-21
000526,学大教育,-0.829756,17.4832,135.223,2,50,16.8656,2020-03-24,2025-07-18
002345,潮宏基,-31.6198,17.4821,149.313,4,50,253.927,2019-11-20,2025-07-21
000837,秦川机床,-16.878,17.4496,162.893,2,100,190.278,2019-07-16,2025-07-21
002997,瑞鹄模具,20.5004,17.3887,59.9449,1,100,42.2417,2022-08-16,2025-07-21
002896,中大力德,0.324264,17.275,112.526,3,33.3333,179.271,2020-10-28,2025-07-21
600358,ST联合,-28.8043,17.1601,137.198,2,100,96.1783,2020-02-04,2025-07-21
002102,能特科技,-32.7931,17.1204,138.095,2,100,86.3636,2020-01-21,2025-07-21
000737,北方铜业,-7.12603,17.1203,157.044,3,66.6667,253.247,2019-07-29,2025-07-21
601567,三星医疗,-18.813,17.0761,157.797,2,50,261.386,2019-07-17,2025-07-21
002190,成飞集成,-15.6687,17.0667,152.719,2,100,87.7487,2019-09-02,2025-07-21
600151,航天机电,-17.6042,16.9838,142.437,2,100,62.2807,2019-11-29,2025-07-21
600976,健民集团,-20.0582,16.9709,155.53,2,50,161.573,2019-07-25,2025-07-21
601777,千里科技,-31.5868,16.9457,156.187,2,100,119.847,2019-07-16,2025-07-21
000678,襄阳轴承,5.40749,16.9447,153.77,3,66.6667,165.839,2019-08-08,2025-07-21
002170,芭田股份,-21.5329,16.9244,155.25,3,66.6667,192.918,2019-07-22,2025-07-21
002241,歌尔股份,-7.1505,16.8904,155.351,2,100,118.997,2019-07-17,2025-07-21
601665,齐鲁银行,-8.36049,16.866,46.4455,1,100,46.0993,2023-02-07,2025-07-21
002222,福晶科技,-15.9304,16.6924,152.764,2,50,208.574,2019-07-17,2025-07-21
600399,抚顺特钢,-13.481,16.6366,132.844,2,50,63.5097,2020-01-20,2025-07-21
002539,云图控股,-24.1141,16.5553,150.984,2,100,91.0092,2019-07-17,2025-07-21
600926,杭州银行,-10.775,16.504,122.846,2,100,117.268,2020-04-20,2025-07-21
600039,四川路桥,-7.10804,16.4162,149.087,2,100,150.284,2019-07-18,2025-07-21
600438,通威股份,-5.51801,16.3919,142.75,2,50,38.4512,2019-09-17,2025-07-21
002068,黑猫股份,-12.8926,16.3834,148.563,2,50,83.3333,2019-07-19,2025-07-21
002970,锐明技术,-31.0631,16.3594,65.9469,1,100,51.2258,2022-03-15,2025-07-21
002338,奥普光电,-39.3143,16.278,144.778,2,100,255.46,2019-08-13,2025-07-21
002534,西子洁能,-22.4143,16.2658,147.263,2,100,90.2928,2019-07-17,2025-07-21
002580,圣阳股份,-15.8219,16.0936,132.49,2,100,175.746,2019-11-26,2025-07-21
600860,京城股份,-15.6961,16.0852,136.029,3,66.6667,119.928,2019-10-18,2025-07-21
002979,雷赛智能,0.348815,16.0846,60.3278,2,50,170.78,2022-05-20,2025-07-21
002025,航天电器,-3.88655,16.074,128.321,2,100,81.4126,2020-01-03,2025-07-21
600389,江山股份,-18.2848,15.9924,132.477,2,100,14.471,2019-11-14,2025-07-21
002703,浙江世宝,-9.46903,15.9349,133.045,2,50,187.277,2019-10-31,2025-07-21
603166,福达股份,-25.4091,15.8982,142.507,3,66.6667,181.732,2019-07-18,2025-07-21
002318,久立特材,-7.61577,15.8716,141.392,2,50,208.126,2019-07-26,2025-07-21
600129,太极集团,-18.6223,15.8292,139.897,2,100,127.329,2019-08-06,2025-07-21
603067,振华股份,-31.1333,15.7807,117.946,2,100,172.575,2020-03-24,2025-07-21
600702,舍得酒业,-0.45282,15.779,138.608,3,33.3333,98.8692,2019-08-13,2025-07-21
600121,郑州煤电,-18.7807,15.7785,139.754,2,100,65.3543,2019-08-01,2025-07-21
600212,绿能慧充,-19.4644,15.728,113.029,2,100,198.137,2020-05-15,2025-07-21
002049,紫光国微,-10.8629,15.6837,124.101,2,100,28.988,2020-01-03,2025-07-21
601908,京运通,-18.4119,15.6444,139.431,2,100,15.5425,2019-07-17,2025-07-21
600795,国电电力,-4.65186,15.5438,133.333,1,100,90.4,2019-09-09,2025-07-21
002131,利欧股份,-42.4421,15.5315,131.809,3,100,123.121,2019-09-24,2025-07-21
600809,山西汾酒,20.0611,15.5016,136.818,2,50,165.132,2019-07-26,2025-07-21
601022,宁波远洋,0,15.4893,25.6442,1,100,-16.4763,2023-12-22,2025-07-21
603100,川仪股份,-18.1266,15.47,134.575,3,33.3333,155.112,2019-08-16,2025-07-21
601225,陕西煤业,15.9993,15.4064,136.486,1,100,123.429,2019-07-17,2025-07-21
600644,乐山电力,6.82261,15.345,135.731,2,100,150,2019-07-17,2025-07-21
600938,中国海油,4.67801,15.2513,31.9797,1,100,39.4102,2023-08-07,2025-07-21
000400,许继电气,-5.52661,15.2362,134.216,1,100,141.824,2019-07-16,2025-07-18
601965,中国汽研,-4.35866,15.2349,134.382,2,100,163.662,2019-07-17,2025-07-21
600773,西藏城投,-31.15,15.2343,125.188,2,50,98.0462,2019-10-30,2025-07-21
600967,内蒙一机,-2.06578,15.0995,126.719,4,50,90.7749,2019-09-25,2025-07-21
600711,ST盛屯,-12.2256,15.0375,126.183,2,100,33.3938,2019-09-23,2025-07-21
002026,山东威达,-4.96556,15.0062,123.674,2,100,118.6,2019-10-18,2025-07-21
002281,光迅科技,-15.6012,15.0028,131.562,2,50,81.2903,2019-07-17,2025-07-21
601088,中国神华,4.93687,14.9897,126.847,1,100,90.2771,2019-09-09,2025-07-21
002463,沪电股份,23.8918,14.9645,131.099,2,50,238.675,2019-07-17,2025-07-21
002667,威领股份,-30.9249,14.9645,123.548,3,66.6667,72.3757,2019-10-14,2025-07-21
601717,郑煤机,-0.443795,14.9332,116.166,2,100,169.538,2020-01-03,2025-07-21
002556,辉隆股份,-20.5031,14.9127,130.649,2,100,12.3827,2019-07-15,2025-07-21
600141,兴发集团,-8.78157,14.8726,127.732,2,100,145.065,2019-08-13,2025-07-21
002827,高争民爆,-17.9373,14.8206,104.135,2,50,320.297,2020-05-20,2025-07-21
002756,永兴材料,-27.446,14.7646,118.991,2,50,135.154,2019-11-12,2025-07-21
002261,拓维信息,-23.8363,14.7376,126.83,3,66.6667,491.917,2019-08-05,2025-07-21
002838,道恩股份,-28.5497,14.7237,101.648,3,66.6667,-14.4732,2020-06-11,2025-07-21
601898,中煤能源,-4.31934,14.6782,127.663,2,50,145.085,2019-07-17,2025-07-21
603019,中科曙光,-15.5869,14.6432,127.671,2,50,100.81,2019-07-12,2025-07-21
000155,川能动力,-8.02818,14.641,97.0365,2,50,87.3371,2020-07-30,2025-07-18
000301,东方盛虹,-5.34957,14.6181,115.786,2,50,72.4752,2019-11-29,2025-07-18
601699,潞安环能,3.49487,14.5867,125.394,1,100,39.1252,2019-08-01,2025-07-21
600084,中信尼雅,-5.89719,14.5222,108.95,3,33.3333,134.694,2020-02-11,2025-07-21
600397,安源煤业,-21.1624,14.5129,121.88,3,66.6667,152.083,2019-09-03,2025-07-21
600734,实达集团,-27.517,14.4907,99.7136,2,100,37.785,2020-06-09,2025-07-21
600367,红星发展,-5.89064,14.4422,124.697,3,100,88.4005,2019-07-19,2025-07-21
002891,中宠股份,10.202,14.3922,88.7792,2,50,2.80631,2020-10-30,2025-07-21
603087,甘李药业,-29.8941,14.3348,50.2469,1,100,20.4167,2022-07-06,2025-07-21
603063,禾望电气,2.88342,14.3071,90.2637,2,100,203.842,2020-09-29,2025-07-21
600066,宇通客车,-3.29924,14.2725,122.949,3,33.3333,87.6184,2019-07-16,2025-07-21
002989,中天精装,-26.4734,14.1647,50.0574,2,50,126.056,2022-06-27,2025-07-21
002125,湘潭电化,-31.2399,14.1374,120.73,2,100,146.486,2019-07-24,2025-07-21
002276,万马股份,-26.0611,14.1283,119.986,3,100,176.059,2019-08-02,2025-07-21
000707,双环科技,-26.4944,14.0525,114.588,3,33.3333,125.338,2019-09-30,2025-07-21
600862,中航高科,-16.9246,14.045,119.82,2,100,174.277,2019-07-22,2025-07-21
600760,中航沈飞,10.7567,13.9949,114.344,3,66.6667,95.1652,2019-09-25,2025-07-21
000533,顺钠股份,-7.77804,13.8994,111.484,3,66.6667,99.7041,2019-10-16,2025-07-18
000682,东方电子,-5.79793,13.8816,104.198,2,50,102.299,2020-01-20,2025-07-21
600895,张江高科,-1.42426,13.8651,118.059,2,100,38.8168,2019-07-18,2025-07-21
002407,多氟多,-18.4061,13.8104,117.047,2,50,-13.4121,2019-07-23,2025-07-21
600143,金发科技,-5.75536,13.7912,111.749,2,100,76.0997,2019-09-30,2025-07-21
002270,华明装备,-17.5339,13.75,112.276,2,50,202.792,2019-09-17,2025-07-21
002011,盾安环境,-21.9416,13.7346,107.891,3,33.3333,151.724,2019-11-14,2025-07-21
601698,中国卫通,6.38921,13.7209,59.8229,1,100,34.9422,2021-11-29,2025-07-21
002683,广东宏大,8.45639,13.7026,109.17,3,66.6667,201.9,2019-10-22,2025-07-21
002326,永太科技,3.57535,13.6748,111.383,3,66.6667,40.4941,2019-09-18,2025-07-21
603176,汇通集团,-26.5468,13.6547,31.25,2,50,6.12557,2023-06-05,2025-07-21
603112,华翔股份,2.70631,13.6282,44.9878,1,100,5.26627,2022-08-24,2025-07-21
000833,粤桂股份,-15.8973,13.6214,111.394,2,100,117.989,2019-09-10,2025-07-21
002731,萃华珠宝,-16.841,13.59,114.541,2,100,41.5501,2019-07-23,2025-07-21
000820,*ST节能,-30.7924,13.579,101.586,2,50,68.2081,2020-01-15,2025-07-21
002418,康盛股份,-26.7577,13.5094,103.502,3,66.6667,28.2143,2019-12-13,2025-07-21
002765,蓝黛科技,-27.674,13.4727,110.723,3,66.6667,158.696,2019-08-27,2025-07-21
000807,云铝股份,-1.78818,13.4637,112.014,2,100,266.071,2019-08-08,2025-07-21
600183,生益科技,6.42451,13.4159,113.019,2,50,150.264,2019-07-17,2025-07-21
002371,北方华创,21.1689,13.3485,108.007,3,66.6667,360.454,2019-09-16,2025-07-21
002469,三维化学,-26.7672,13.338,107.823,2,100,102.6,2019-09-17,2025-07-21
002185,华天科技,-28.6283,13.3342,111.735,2,100,115.801,2019-07-22,2025-07-21
600793,宜宾纸业,0.714898,13.3314,103.455,3,33.3333,50.4283,2019-11-18,2025-07-21
002101,广东鸿图,-9.803,13.3071,104.952,4,75,53.6108,2019-10-23,2025-07-21
600186,莲花控股,-36.1923,13.2622,108.216,2,50,273.653,2019-08-30,2025-07-21
601869,长飞光纤,-21.742,13.2269,68.2638,2,100,80.9401,2021-05-11,2025-07-21
002342,巨力索具,-8.71782,13.1932,110.518,2,100,105.158,2019-07-17,2025-07-21
600292,远达环保,-24.1113,13.0677,109.543,2,50,91.3928,2019-07-11,2025-07-21
000899,赣能股份,-18.7968,13.0424,107.86,1,100,87.0334,2019-07-31,2025-07-21
002929,润建股份,-16.924,13.0278,72.4911,2,100,119.506,2021-02-05,2025-07-21
601857,中国石油,0.471035,13.0249,108.645,1,100,35.303,2019-07-17,2025-07-21
600381,*ST春天,-30.7909,12.9861,102.18,2,100,-23.8532,2019-10-15,2025-07-21
600010,包钢股份,-13.3378,12.9494,107.325,2,100,38.3648,2019-07-24,2025-07-21
600481,双良节能,-11.4904,12.9256,104.325,2,50,69.8225,2019-09-04,2025-07-21
600110,诺德股份,-6.37047,12.9153,97.7334,3,66.6667,28.1818,2019-12-11,2025-07-21
000875,吉电股份,-16.883,12.8536,106.89,2,100,71.987,2019-07-15,2025-07-21
000988,华工科技,-5.47957,12.8276,106.399,2,50,208.76,2019-07-18,2025-07-21
600830,香溢融通,1.70025,12.8261,106.451,2,50,84.1667,2019-07-17,2025-07-21
002286,保龄宝,-24.5837,12.8201,97.7111,2,100,90.5097,2019-11-27,2025-07-21
000679,大连友谊,-30.2501,12.796,100.16,2,100,101.897,2019-10-16,2025-07-21
600416,湘电股份,-26.3893,12.7753,105.825,2,50,131.937,2019-07-18,2025-07-21
600550,保变电气,-12.5673,12.679,103.638,2,100,157.576,2019-08-05,2025-07-21
000801,四川九洲,-34.6518,12.6502,104.925,3,66.6667,159.661,2019-07-11,2025-07-21
600060,海信视像,-20.6227,12.6271,104.273,2,100,167.708,2019-07-17,2025-07-21
002315,焦点科技,-33.5757,12.5426,103.354,3,33.3333,226.322,2019-07-17,2025-07-21
002550,千红制药,-16.3838,12.5248,103.161,3,66.6667,147.024,2019-07-17,2025-07-21
002917,金奥博,-34.6158,12.474,71.7191,2,100,56.25,2020-12-16,2025-07-21
601003,柳钢股份,5.87595,12.4446,94.4584,2,100,38.3984,2019-11-20,2025-07-21
002351,漫步者,-23.3374,12.3923,101.729,3,66.6667,134.622,2019-07-17,2025-07-21
603182,嘉华股份,-18.2747,12.3593,22.1843,1,100,-1.78326,2023-11-03,2025-07-21
600316,洪都航空,-4.79298,12.3579,101.357,2,100,164.066,2019-07-17,2025-07-21
600893,航发动力,-12.4762,12.2645,98.6477,2,100,74.9213,2019-08-14,2025-07-21
600338,西藏珠峰,-14.1932,12.2493,97.3615,2,100,-0.59322,2019-09-02,2025-07-21
601101,昊华能源,-12.5216,12.2307,94.1408,2,100,32.5926,2019-10-21,2025-07-21
000034,神州数码,9.56807,12.1978,80.4914,2,50,70.6731,2020-05-29,2025-07-18
000663,永安林业,-22.9885,12.1933,97.5284,2,100,21.1704,2019-08-20,2025-07-21
000009,中国宝安,-20.3284,12.1757,98.3404,2,50,88.4368,2019-08-01,2025-07-18
603098,森特股份,-15.863,12.1563,80.489,3,66.6667,19.5556,2020-05-26,2025-07-21
600268,国电南自,-13.4572,12.1414,98.7265,2,100,77.518,2019-07-22,2025-07-21
002121,科陆电子,-37.2718,12.0196,90.8016,2,100,46.247,2019-11-12,2025-07-21
002056,横店东磁,-33.1981,12.0125,97.6682,2,100,127.233,2019-07-17,2025-07-21
601086,国芳集团,-11.2557,11.9798,70.0053,2,50,148.394,2020-11-13,2025-07-21
600206,有研新材,-5.71693,11.9601,97.1132,2,100,75.1972,2019-07-17,2025-07-21
002588,史丹利,-27.2028,11.9549,97.0583,2,100,93.177,2019-07-17,2025-07-21
002139,拓邦股份,-27.7324,11.9415,96.8559,3,66.6667,145.172,2019-07-18,2025-07-21
002149,西部材料,-26.0543,11.8572,94.9474,2,100,127.548,2019-08-05,2025-07-21
601728,中国电信,46.2519,11.8477,29.9658,1,100,7.20339,2023-03-16,2025-07-21
600875,东方电气,-0.273656,11.8421,92.1821,3,66.6667,103.106,2019-09-19,2025-07-21
002895,川恒股份,-25.6996,11.8277,69.7022,2,100,114.897,2020-10-28,2025-07-21
603040,新坐标,-14.7221,11.788,76.0566,3,66.6667,76.203,2020-06-22,2025-07-21
000506,中润资源,-7.48278,11.7732,84.3359,2,50,280.068,2020-01-16,2025-07-18
600771,广誉远,0.466982,11.721,89.8157,2,100,30.1993,2019-10-09,2025-07-21
002755,奥赛康,-9.66771,11.7122,93.6233,2,50,140.052,2019-08-02,2025-07-21
601162,天风证券,-13.207,11.6798,56.2203,2,50,3.85439,2021-07-06,2025-07-21
600379,宝光股份,-11.6849,11.6662,88.8214,3,66.6667,124.528,2019-10-17,2025-07-21
000888,峨眉山Ａ,-3.58826,11.6528,93.8853,3,33.3333,130.05,2019-07-17,2025-07-21
002150,通润装备,-10.6715,11.5031,89.2017,3,66.6667,115.676,2019-09-12,2025-07-21
002617,露笑科技,-25.8415,11.5021,80.0045,2,100,17.4507,2020-02-24,2025-07-21
002158,汉钟精机,-22.927,11.4951,92.2467,2,50,108.568,2019-07-17,2025-07-21
002445,中南文化,-53.8139,11.4535,81.403,2,100,87.4074,2020-01-20,2025-07-21
000722,湖南发展,-14.5969,11.4394,92.012,2,100,91.3917,2019-07-11,2025-07-21
002430,杭氧股份,-5.95505,11.4331,90.9252,3,33.3333,73.5412,2019-07-29,2025-07-21
600079,人福医药,-8.48138,11.4119,91.2735,3,100,106.623,2019-07-19,2025-07-21
000902,新洋丰,5.28161,11.388,90.8578,2,100,29.4495,2019-07-22,2025-07-21
002283,天润工业,-21.6641,11.3698,84.478,4,100,80.6723,2019-11-14,2025-07-21
600582,天地科技,-32.2237,11.3362,90.6061,1,100,85,2019-07-17,2025-07-21
600199,金种子酒,-12.3874,11.2836,89.7882,3,33.3333,64.3302,2019-07-22,2025-07-21
601636,旗滨集团,-0.729009,11.2604,89.8282,2,50,62.4352,2019-07-17,2025-07-21
600725,云维股份,-25.5479,11.1977,75.6742,2,100,47.5771,2020-03-27,2025-07-21
601838,成都银行,-2.55993,11.1593,60.6193,2,100,98.5149,2021-01-25,2025-07-21
002541,鸿路钢构,-5.65612,11.1472,88.3979,2,50,138.247,2019-07-22,2025-07-21
002427,尤夫股份,-25.4485,11.1394,80.5345,2,50,-5.22648,2019-12-18,2025-07-21
000534,万泽股份,-3.35747,11.1269,73.972,2,100,58.5366,2020-04-16,2025-07-18
002676,顺威股份,-19.023,11.088,80.1197,2,50,141.121,2019-12-17,2025-07-21
000420,吉林化纤,-18.5168,11.0428,87.717,2,100,62.6459,2019-07-12,2025-07-18
601319,中国人保,-14.6613,11.0369,52.1836,2,100,43.686,2021-07-16,2025-07-21
000756,新华制药,-5.63126,10.9854,84.4307,3,100,131.862,2019-09-06,2025-07-21
601298,青岛港,-19.3558,10.9839,50.4686,2,50,51.3652,2021-08-19,2025-07-21
600350,山东高速,-1.88641,10.9464,86.2085,2,100,119.255,2019-07-25,2025-07-21
002132,恒星科技,-17.6751,10.9438,83.0854,2,100,29.5455,2019-09-24,2025-07-21
000683,博源化工,-18.6123,10.9268,85.6422,2,50,121.399,2019-08-02,2025-07-21
