stock_code,data_points,date_start,date_end,length0,p1,p2,p3,in_sample_return_pct,out_of_sample_return_pct,full_return_pct
600033,2430,2015-07-21,2025-07-21,15,14,15,13,-18.91,-50.39,-69.76
600035,2346,2015-07-21,2025-07-21,4,2,8,5,-28.55,25.87,-2.12
600036,2430,2015-07-21,2025-07-21,12,3,4,15,82.52,-19.99,60.98
600037,2424,2015-07-21,2025-07-21,14,3,15,7,22.06,-32.36,-10.29
600038,2420,2015-07-21,2025-07-21,7,2,3,15,58.77,-14.49,44.29
600039,2408,2015-07-21,2025-07-21,6,11,14,13,51.28,43.59,87.86
600048,2423,2015-07-21,2025-07-21,3,11,8,5,14.15,-31.62,-17.47
600050,2335,2015-07-21,2025-07-21,3,10,6,4,34.23,-30.71,-2.59
600051,2359,2015-07-21,2025-07-21,11,4,13,2,57.71,-6.14,52.09
600052,2306,2015-07-21,2025-07-21,3,5,14,7,75.00,34.48,76.58
600053,2347,2015-11-12,2025-07-21,14,12,13,12,86.35,-60.49,10.12
600054,2430,2015-07-21,2025-07-21,4,7,7,7,9.39,-32.70,-22.55
600055,2420,2015-07-21,2025-07-21,14,15,15,9,220.67,-8.49,98.26
600056,2430,2015-07-21,2025-07-21,13,5,4,8,28.94,67.37,95.87
600057,2418,2015-07-21,2025-07-21,7,4,10,14,33.17,-1.16,20.03
600058,2362,2015-07-21,2025-07-21,5,13,15,4,-1.98,9.71,4.61
600059,2430,2015-07-21,2025-07-21,3,6,3,15,66.53,-63.57,1.67
600060,2429,2015-07-21,2025-07-21,10,9,12,14,98.20,87.53,162.66
600061,2419,2015-07-21,2025-07-21,5,6,6,12,65.56,46.12,111.67
600062,2423,2015-07-21,2025-07-21,14,14,11,8,-7.59,63.26,54.34
600063,2424,2015-07-21,2025-07-21,10,5,9,5,84.17,45.35,88.70
600064,2429,2015-07-21,2025-07-21,5,3,11,7,-31.48,8.25,-24.55
600066,2429,2015-07-21,2025-07-21,9,12,10,2,5.94,61.49,68.71
600067,2430,2015-07-21,2025-07-21,6,2,4,7,-29.77,35.54,12.27
600071,2307,2015-07-21,2025-07-21,3,8,9,10,132.92,46.26,190.04
600072,2324,2015-07-21,2025-07-21,6,3,8,5,94.14,-7.39,86.67
600073,2400,2015-07-21,2025-07-21,15,3,14,14,45.17,-8.21,40.24
600075,2370,2015-09-23,2025-07-21,5,3,10,10,39.60,-36.23,11.25
600076,2345,2015-07-21,2025-07-21,9,4,3,14,50.01,-23.65,25.63
600078,2368,2015-07-21,2025-07-21,8,6,3,7,-4.24,97.17,103.85
600079,2410,2015-07-21,2025-07-21,13,13,2,14,81.40,-49.85,29.88
600080,2409,2015-07-21,2025-07-21,3,7,5,11,123.62,-23.25,98.18
600081,2409,2015-07-21,2025-07-21,7,6,14,10,51.05,41.56,56.51
600082,2421,2015-07-21,2025-07-21,6,5,5,2,-4.68,64.36,59.68
600084,2197,2015-07-21,2025-07-21,3,5,8,14,122.96,20.17,129.75
600085,2430,2015-07-21,2025-07-21,14,13,10,2,85.39,-26.29,15.38
600088,2430,2015-07-21,2025-07-21,5,2,14,14,105.59,-9.34,98.13
600089,2424,2015-07-21,2025-07-21,7,2,11,2,113.64,3.60,101.17
600094,2415,2015-08-05,2025-07-21,12,15,5,12,78.65,-32.67,45.13
600095,2395,2015-07-21,2025-07-21,10,4,10,10,48.34,81.09,128.03
600096,2428,2015-07-21,2025-07-21,10,7,9,4,168.36,29.98,115.60
600097,2322,2015-11-26,2025-07-21,13,10,14,6,72.38,-46.78,4.13
600098,2430,2015-07-21,2025-07-21,6,13,10,12,-19.26,12.89,-3.51
600099,2302,2015-12-31,2025-07-21,10,14,11,13,32.36,33.54,54.82
600100,2314,2015-07-21,2025-07-21,14,5,7,12,-44.75,68.43,24.28
600101,2430,2015-07-21,2025-07-21,3,2,6,2,1.29,49.50,50.97
600103,2430,2015-07-21,2025-07-21,7,6,12,5,75.94,-2.00,65.64
600104,2410,2015-07-21,2025-07-21,6,11,13,2,8.79,30.11,40.86
600105,2420,2015-07-21,2025-07-21,6,2,14,6,54.29,92.01,150.43
600106,2333,2015-07-21,2025-07-21,5,2,2,3,-17.15,142.12,115.68
600107,2400,2015-07-21,2025-07-21,9,6,7,8,92.54,13.54,106.92
600108,2429,2015-07-21,2025-07-21,3,2,14,11,-2.50,7.67,12.69
600109,2420,2015-07-21,2025-07-21,5,3,12,12,62.14,22.74,82.57
600110,2251,2015-12-15,2025-07-21,14,15,13,15,398.99,75.33,257.54
600111,2430,2015-07-21,2025-07-21,4,7,10,2,208.67,30.53,193.74
600113,2336,2015-07-21,2025-07-21,6,2,9,3,28.20,221.68,244.13
600114,2407,2015-07-21,2025-07-21,8,6,15,14,100.69,82.40,189.87
600115,2426,2015-07-21,2025-07-21,12,6,4,12,-12.32,-79.37,-92.33
600116,2418,2015-07-21,2025-07-21,3,10,8,13,98.88,-50.61,42.72
600117,2393,2015-07-21,2025-07-21,7,5,8,14,40.95,11.01,45.05
600118,2430,2015-07-21,2025-07-21,11,2,12,4,51.10,-2.28,51.67
600119,2427,2015-07-21,2025-07-21,3,2,15,15,149.04,-14.19,135.40
600120,2247,2015-07-21,2025-07-21,8,2,15,14,13.25,18.09,35.52
600121,2411,2015-07-21,2025-07-21,3,2,14,6,150.86,-41.52,110.97
600123,2430,2015-07-21,2025-07-21,14,8,15,8,83.38,26.70,59.62
600125,2430,2015-07-21,2025-07-21,3,9,2,3,10.16,-19.67,-8.49
600126,2416,2015-07-21,2025-07-21,15,12,13,14,20.87,144.51,165.38
600127,2400,2015-07-21,2025-07-21,3,7,12,11,78.82,-24.18,52.14
600128,2430,2015-07-21,2025-07-21,3,2,2,2,93.45,36.98,126.87
600129,2406,2015-07-21,2025-07-21,6,7,5,14,92.03,57.23,150.90
600130,2429,2015-07-21,2025-07-21,3,2,8,15,119.57,1.27,117.59
600131,2419,2015-07-21,2025-07-21,4,10,4,8,209.27,11.05,220.32
600132,2430,2015-07-21,2025-07-21,14,11,5,15,309.99,-69.59,170.14
600133,2340,2015-07-21,2025-07-21,10,14,15,15,-14.49,-4.80,-7.41
600135,2419,2015-07-21,2025-07-21,3,13,5,7,39.40,55.31,89.07
600136,2250,2015-08-06,2025-07-21,5,2,3,14,87.61,47.87,136.22
600137,2405,2015-08-25,2025-07-21,4,8,14,13,160.51,19.95,175.25
600138,2420,2015-07-21,2025-07-21,7,14,10,4,-14.55,-47.95,-63.85
600141,2397,2015-07-21,2025-07-21,5,13,11,15,139.57,70.93,162.59
600143,2343,2015-07-21,2025-07-21,6,15,9,5,140.22,29.54,180.83
600148,2337,2015-07-21,2025-07-21,4,7,7,3,86.88,94.93,181.48
600149,2355,2015-07-21,2025-07-21,6,3,3,3,84.28,52.68,129.71
600150,2293,2015-07-21,2025-07-21,3,15,2,3,138.36,36.04,122.77
600151,2278,2015-07-21,2025-07-21,5,3,8,7,105.72,18.23,113.42
600152,2349,2015-07-21,2025-07-21,4,3,8,5,28.51,50.27,77.53
600153,2212,2016-06-14,2025-07-21,10,7,13,12,26.86,5.81,32.14
600155,2295,2016-01-27,2025-07-21,6,3,11,12,19.23,24.33,38.21
600156,2396,2015-07-21,2025-07-21,7,2,11,2,59.27,59.60,116.91
600157,2207,2015-07-21,2025-07-21,5,2,7,15,57.00,-6.35,50.09
600158,2296,2015-07-21,2025-07-21,3,6,15,15,44.41,2.82,42.44
600159,2430,2015-07-21,2025-07-21,7,2,12,11,31.45,71.81,107.31
600160,2412,2015-07-21,2025-07-21,4,7,13,14,69.77,51.50,84.41
600161,2309,2015-07-21,2025-07-21,3,3,13,14,18.03,-46.98,-25.02
600162,2358,2015-07-21,2025-07-21,3,5,5,14,-11.70,-2.14,-6.61
600163,2409,2015-07-21,2025-07-21,4,3,2,8,24.89,-0.69,23.40
600165,2188,2015-07-22,2025-07-21,4,7,14,9,73.35,70.69,142.02
600166,2426,2015-07-21,2025-07-21,6,2,6,5,11.74,42.84,49.18
600167,2327,2015-12-07,2025-07-21,15,8,5,2,-11.29,-49.32,-57.56
600168,2271,2015-07-21,2025-07-21,3,2,2,14,0.25,-8.33,-14.90
600169,2430,2015-07-21,2025-07-21,4,4,14,9,7.93,9.05,18.66
600170,2410,2015-07-21,2025-07-21,5,2,15,15,-2.78,-1.03,-2.69
600171,2384,2015-07-21,2025-07-21,11,14,8,9,244.03,38.98,167.98
600172,2407,2015-07-21,2025-07-21,13,10,14,15,252.43,81.91,180.09
600173,2209,2015-07-21,2025-07-21,7,3,9,5,107.68,30.54,128.49
600176,2418,2015-07-21,2025-07-21,11,4,10,12,82.53,10.11,92.69
600177,2420,2015-08-04,2025-07-21,15,7,6,12,-25.71,-34.10,-61.38
600178,2430,2015-07-21,2025-07-21,3,3,3,3,65.05,71.29,135.41
600179,2376,2015-07-21,2025-07-21,5,5,7,15,203.31,-11.01,184.15
600180,2420,2015-07-21,2025-07-21,15,6,5,15,12.31,-61.91,-51.17
600182,2244,2015-07-21,2025-07-21,3,5,8,12,57.92,53.15,111.37
600183,2430,2015-07-21,2025-07-21,5,13,7,5,142.41,115.10,252.67
600184,2430,2015-07-21,2025-07-21,4,3,12,9,-36.39,28.66,0.59
600185,2411,2015-07-21,2025-07-21,9,6,2,2,79.06,74.49,156.59
600186,2372,2015-10-09,2025-07-21,3,2,9,14,73.20,107.21,177.11
600187,2329,2015-07-21,2025-07-21,3,2,13,4,71.37,17.22,77.46
600188,2429,2015-07-21,2025-07-21,3,11,7,3,67.65,-54.88,15.48
600189,2150,2015-07-21,2025-07-21,3,4,6,7,132.41,57.28,176.72
600190,2364,2015-07-21,2025-07-18,3,3,14,11,0.13,38.02,38.85
600191,2385,2015-09-21,2025-07-21,3,8,15,8,172.93,32.34,201.56
600192,2430,2015-07-21,2025-07-21,4,6,2,8,66.94,51.66,117.29
600193,2276,2015-12-02,2025-07-21,13,15,14,15,75.80,-99.44,-23.68
600195,2360,2015-07-21,2025-07-21,8,15,15,8,-25.21,5.19,-20.79
600196,2428,2015-07-21,2025-07-21,12,13,15,15,170.72,-67.32,71.33
600197,2430,2015-07-21,2025-07-21,5,2,9,4,155.07,-36.27,115.15
600198,2412,2015-07-21,2025-07-21,15,6,2,4,76.28,-7.78,52.06
600199,2424,2015-07-21,2025-07-21,3,5,15,7,215.20,75.61,282.08
600200,2339,2015-07-21,2025-07-21,9,2,7,11,59.50,-52.37,5.12
600201,2428,2015-07-21,2025-07-21,13,5,6,10,32.24,25.20,48.07
600202,2361,2015-09-24,2025-07-21,3,7,3,7,33.97,-6.43,20.63
600203,2429,2015-07-21,2025-07-21,6,4,3,13,104.89,10.37,115.26
600206,2430,2015-07-21,2025-07-21,8,8,11,5,99.36,75.62,153.04
600207,2409,2015-07-21,2025-07-21,8,2,5,10,42.61,20.49,13.61
600208,2425,2015-07-21,2025-07-21,15,10,8,11,-11.47,49.54,39.39
600210,2430,2015-07-21,2025-07-21,3,6,7,14,127.75,-35.03,116.75
600211,2384,2015-08-11,2025-07-21,6,10,5,12,139.12,-4.55,134.57
600212,2095,2015-09-24,2025-07-21,7,6,4,3,130.22,84.90,217.44
600215,2324,2015-07-21,2025-07-21,5,9,10,15,109.41,-2.14,101.86
600216,2425,2015-07-21,2025-07-21,5,2,15,8,57.37,3.91,64.58
600217,2279,2015-08-05,2025-07-21,5,5,3,8,105.10,8.43,112.18
600218,2423,2015-07-21,2025-07-21,6,2,7,15,168.05,50.00,220.74
600219,2325,2015-07-21,2025-07-21,4,6,13,6,148.02,-14.07,112.84
600221,2299,2015-07-21,2025-07-21,4,2,14,14,-3.54,30.66,25.04
600222,2425,2015-07-21,2025-07-21,3,3,6,13,89.84,23.79,114.55
600223,2422,2015-07-21,2025-07-21,5,3,14,6,213.42,-24.11,189.31
600226,2061,2015-11-11,2025-07-21,5,9,12,14,74.00,35.93,106.71
600227,2261,2015-07-21,2025-07-21,3,3,14,10,104.46,-9.99,93.19
600228,2219,2015-07-21,2025-07-21,6,14,2,7,96.09,20.47,111.04
600229,2427,2015-07-21,2025-07-21,11,8,15,13,38.53,-5.57,30.91
600230,2385,2015-07-21,2025-07-21,4,13,12,12,232.20,46.51,236.98
600231,2430,2015-07-21,2025-07-21,3,3,6,9,35.94,24.12,55.77
600232,2359,2015-07-21,2025-07-21,8,4,15,7,52.08,41.73,85.01
600233,2333,2015-07-31,2025-07-21,4,15,15,8,110.94,-17.08,84.15
600234,2367,2015-07-21,2025-07-21,3,4,2,10,171.86,34.90,206.76
600235,2430,2015-07-21,2025-07-21,9,2,8,13,103.00,23.40,128.83
600236,2425,2015-07-21,2025-07-21,4,6,13,15,36.75,41.39,78.54
600237,2345,2015-07-21,2025-07-21,3,3,9,11,52.31,39.10,92.04
600238,2367,2015-07-21,2025-07-21,3,2,12,9,280.81,11.18,291.99
600239,2195,2015-07-21,2025-07-21,3,4,4,8,32.23,19.91,50.88
600241,2345,2015-07-21,2025-07-21,6,13,15,14,120.40,56.48,137.92
600243,2378,2015-07-21,2025-07-21,3,2,4,13,60.48,-28.45,31.00
600246,2402,2015-07-21,2025-07-21,3,8,5,14,69.99,84.83,152.22
600248,2296,2015-07-21,2025-07-21,3,11,15,9,-11.50,6.72,-7.00
600249,2430,2015-07-21,2025-07-21,3,5,11,10,37.24,29.85,67.09
600250,2385,2015-07-21,2025-07-21,3,8,11,11,53.99,-8.92,45.07
600251,2430,2015-07-21,2025-07-21,5,5,4,2,112.64,-69.89,-9.61
600252,2418,2015-07-21,2025-07-21,6,3,12,11,32.09,3.15,18.70
600255,2167,2015-07-21,2025-07-21,4,3,5,2,70.12,54.02,120.42
600256,2417,2015-07-21,2025-07-21,6,15,2,11,17.71,52.03,66.48
600257,2285,2015-07-21,2025-07-21,3,4,4,12,117.17,72.41,189.11
600258,2319,2015-12-25,2025-07-21,3,3,8,11,59.09,-47.26,7.15
600259,2341,2015-07-21,2025-07-21,12,3,10,14,202.84,141.03,311.26
600261,2430,2015-07-21,2025-07-21,7,2,12,14,-28.87,30.72,2.39
600262,2430,2015-07-21,2025-07-21,3,2,3,14,20.93,49.80,68.97
600265,2343,2015-07-21,2025-07-21,3,3,12,15,92.86,-26.12,68.70
600266,2430,2015-07-21,2025-07-21,12,9,11,5,27.41,37.76,63.36
600267,2385,2015-07-21,2025-07-21,4,3,5,2,72.04,79.10,150.01
600268,2425,2015-07-21,2025-07-21,3,2,11,15,82.94,-30.06,52.70
600269,2430,2015-07-21,2025-07-21,5,15,10,2,-0.71,-5.78,-5.29
600271,2296,2015-07-21,2025-07-21,10,15,14,12,-27.91,36.78,9.03
600272,2429,2015-07-21,2025-07-21,4,2,5,14,-22.54,82.30,60.05
600273,2330,2015-07-21,2025-07-21,7,4,12,7,95.39,-29.22,3.19
600276,2429,2015-07-21,2025-07-21,12,2,2,2,51.37,-14.74,36.63
600278,2414,2015-07-21,2025-07-21,3,2,15,10,108.76,-19.99,86.80
600279,2419,2015-07-21,2025-07-21,4,4,14,11,70.59,11.47,80.93
600280,2379,2015-07-21,2025-07-21,15,15,5,2,70.35,-49.90,23.51
600281,2402,2015-07-21,2025-07-21,13,14,11,3,48.38,145.74,171.79
600282,2408,2015-07-21,2025-07-21,6,11,3,5,29.25,41.04,64.80
600283,2420,2015-07-21,2025-07-21,5,3,15,15,71.49,-23.11,36.34
600284,2429,2015-07-21,2025-07-21,4,2,15,15,37.22,12.42,33.71
600285,2430,2015-07-21,2025-07-21,4,9,7,4,49.11,36.96,78.65
600287,2428,2015-07-21,2025-07-21,4,4,5,13,11.19,56.44,62.38
600288,2429,2015-07-21,2025-07-21,4,2,4,5,21.75,33.19,56.58
600289,2232,2015-07-24,2025-07-21,4,6,3,15,82.43,97.03,161.05
600292,2420,2015-07-21,2025-07-21,5,7,4,2,1.15,98.57,92.39
600293,2352,2015-07-21,2025-07-21,15,15,14,8,81.69,6.88,11.39
600295,2419,2015-07-21,2025-07-21,5,10,5,9,176.39,-89.15,84.18
600298,2430,2015-07-21,2025-07-21,15,10,2,5,61.84,6.43,68.26
600299,2430,2015-07-21,2025-07-21,8,7,8,14,-23.67,-12.09,-27.66
600300,2426,2015-07-21,2025-07-21,4,4,8,15,1.85,2.30,-3.23
600301,2343,2015-07-21,2025-07-21,3,15,8,6,160.74,53.74,137.96
600302,2430,2015-07-21,2025-07-21,4,11,15,15,41.43,29.40,73.64
600303,2390,2015-07-21,2025-07-21,10,14,3,15,44.19,37.12,86.08
600305,2430,2015-07-21,2025-07-21,4,3,12,12,15.87,-64.78,-44.29
600307,2430,2015-07-21,2025-07-21,15,15,15,8,53.36,-5.51,12.00
600308,2425,2015-07-21,2025-07-21,13,15,12,4,36.63,-16.05,26.06
600309,2297,2015-07-21,2025-07-21,8,7,15,6,196.65,37.90,233.55
600310,2407,2015-07-21,2025-07-21,7,8,14,13,-26.28,-0.78,-5.57
600312,2363,2015-11-02,2025-07-21,12,14,13,15,15.79,46.48,72.01
600313,2424,2015-07-21,2025-07-21,7,12,10,13,75.38,47.26,125.42
600315,2385,2015-07-29,2025-07-21,10,14,13,15,66.56,-15.24,51.32
600316,2430,2015-07-21,2025-07-21,3,4,5,15,169.31,32.49,216.75
600318,2013,2015-07-21,2025-07-21,7,2,14,15,220.29,6.38,210.09
600319,2214,2015-11-12,2025-07-21,3,4,15,14,58.42,-3.70,55.15
600320,2430,2015-07-21,2025-07-21,3,5,3,7,-12.13,25.92,12.91
600322,2420,2015-07-21,2025-07-21,5,14,15,14,6.18,84.36,90.54
600323,2413,2015-07-21,2025-07-21,13,14,12,12,73.17,1.62,71.85
600325,2424,2015-07-21,2025-07-21,4,14,12,10,-36.67,-6.68,-35.26
600326,2430,2015-07-21,2025-07-21,6,2,9,5,63.36,128.43,187.77
600327,2430,2015-07-21,2025-07-21,13,10,4,14,144.03,-23.76,4.38
600328,2289,2015-07-21,2025-07-21,15,14,15,10,262.50,-0.45,79.64
600329,2425,2015-07-21,2025-07-21,6,8,2,13,70.69,82.82,137.27
600330,2319,2015-07-21,2025-07-21,8,4,2,14,172.62,86.47,200.71
600331,2334,2015-07-21,2025-07-21,3,3,7,4,119.46,126.03,216.09
600332,2381,2015-07-21,2025-07-21,8,3,7,2,-17.48,-19.11,-34.63
600333,2425,2015-07-21,2025-07-21,10,15,15,15,50.82,33.82,81.64
600335,2305,2015-07-21,2025-07-21,4,4,11,13,-9.84,48.99,31.00
600336,2420,2015-07-21,2025-07-21,5,2,13,14,77.95,20.00,96.90
600337,2414,2015-07-21,2025-07-21,8,7,4,14,10.75,-56.53,-43.94
600338,2374,2015-07-21,2025-07-21,4,10,2,2,308.90,-42.68,148.87
600339,2275,2015-07-21,2025-07-21,6,8,12,9,14.28,8.36,4.23
600340,2412,2015-07-21,2025-07-21,7,14,14,7,-4.69,13.23,23.15
600343,2421,2015-07-21,2025-07-21,4,3,4,12,15.15,12.82,29.14
600345,2410,2015-07-21,2025-07-21,5,3,12,11,73.88,21.97,93.98
600346,2275,2015-09-22,2025-07-21,15,9,15,3,226.48,-16.81,210.56
600348,2430,2015-07-21,2025-07-21,13,3,3,14,69.70,-25.57,46.60
600350,2420,2015-07-21,2025-07-21,14,12,14,15,32.15,34.86,65.27
600351,2430,2015-07-21,2025-07-21,8,7,15,7,44.09,36.09,66.10
600352,2416,2015-07-21,2025-07-21,5,9,3,8,124.70,-32.33,92.37
600353,2333,2015-07-21,2025-07-21,3,4,8,13,29.86,85.86,111.28
600354,2392,2015-07-21,2025-07-21,14,2,13,5,39.32,-54.97,-76.95
600355,2393,2015-09-10,2025-07-21,3,2,12,13,65.19,41.58,110.08
600356,2363,2015-10-20,2025-07-21,13,10,12,15,37.63,-23.05,15.09
600358,2173,2015-07-21,2025-07-21,5,2,5,14,113.57,60.12,155.42
600359,2398,2015-07-21,2025-07-21,3,2,10,12,22.84,5.33,30.70
600360,2417,2015-07-21,2025-07-21,14,5,3,6,165.66,66.69,203.17
600361,2419,2015-07-21,2025-07-21,4,5,9,5,-57.85,-5.93,-63.79
600362,2422,2015-07-21,2025-07-21,5,3,9,10,64.52,-22.77,40.30
600363,2349,2015-07-21,2025-07-21,14,13,5,13,178.06,43.54,173.78
600365,2290,2015-10-21,2025-07-21,3,3,11,13,119.13,56.86,168.99
600366,2408,2015-08-12,2025-07-21,11,8,3,15,52.98,107.46,173.42
600367,2426,2015-07-21,2025-07-21,4,11,14,13,70.29,-47.39,75.25
600368,2430,2015-07-21,2025-07-21,5,6,14,5,-0.82,50.21,46.54
600369,2428,2015-07-21,2025-07-21,3,2,8,10,4.94,40.16,44.23
600370,2417,2015-07-21,2025-07-21,4,7,15,9,76.12,-4.91,63.39
600371,2430,2015-07-21,2025-07-21,9,6,15,13,76.71,-34.80,40.23
600372,2402,2015-07-21,2025-07-21,4,8,7,9,20.44,9.37,36.16
600373,2427,2015-07-21,2025-07-21,15,15,14,12,43.69,-13.28,36.10
600375,2211,2015-07-21,2025-07-21,4,5,2,7,154.63,-32.08,134.43
600376,2430,2015-07-21,2025-07-21,4,15,4,6,-13.17,37.64,25.63
600377,2430,2015-07-21,2025-07-21,9,12,3,11,8.55,9.89,13.50
600378,2273,2015-07-21,2025-07-21,3,3,4,14,77.72,-47.37,23.55
600379,2330,2015-07-22,2025-07-21,8,3,3,6,137.07,59.22,141.79
600380,2397,2015-07-21,2025-07-21,11,7,11,4,99.98,-29.22,71.33
600381,2330,2015-07-21,2025-07-21,4,2,9,6,41.29,22.68,58.87
600382,2427,2015-07-21,2025-07-21,3,10,15,10,-27.27,-16.06,-43.33
600383,2429,2015-07-21,2025-07-21,3,3,2,4,85.27,36.18,121.44
600386,2428,2015-07-21,2025-07-21,13,11,7,8,-15.89,15.07,-3.45
600387,2291,2015-07-21,2025-07-04,8,5,14,4,-15.86,28.57,12.71
600388,2409,2015-07-21,2025-07-21,3,9,10,6,35.23,17.67,54.17
600389,2279,2015-07-21,2025-07-21,3,5,15,12,144.50,12.45,159.31
600390,2309,2015-07-21,2025-07-21,4,4,13,13,0.39,75.10,66.24
600391,2426,2015-07-21,2025-07-21,3,2,11,10,74.96,-17.33,59.69
600392,2346,2015-07-21,2025-07-21,3,7,15,5,270.88,89.31,326.97
600395,2409,2015-08-19,2025-07-21,3,2,8,7,14.62,10.61,44.69
600396,2421,2015-07-21,2025-07-21,3,3,13,15,26.79,22.32,48.61
600397,2372,2015-07-21,2025-07-21,3,2,12,15,49.29,78.35,120.73
600398,2425,2015-07-21,2025-07-21,12,13,15,13,6.96,26.17,14.51
600399,2217,2015-07-21,2025-07-21,9,6,10,5,214.43,-8.61,190.42
600400,2343,2015-07-21,2025-07-21,15,3,7,14,-19.92,-19.00,-41.92
600403,2426,2015-07-21,2025-07-21,6,3,11,14,6.47,5.69,11.13
600405,2412,2015-07-21,2025-07-21,5,2,2,4,-6.91,-31.60,-51.77
600406,2321,2015-07-21,2025-07-21,15,4,10,11,36.60,-53.53,-3.85
600408,2259,2015-09-14,2025-07-21,4,4,2,5,123.82,29.88,153.70
600409,2424,2015-07-21,2025-07-21,3,14,15,6,149.31,-9.69,118.54
600410,2419,2015-07-22,2025-07-21,13,6,14,13,34.65,43.87,57.01
600415,2430,2015-07-21,2025-07-21,3,7,8,14,55.19,68.21,126.39
600416,2425,2015-07-21,2025-07-21,3,3,6,14,137.62,90.27,226.57
600418,2427,2015-07-22,2025-07-21,5,2,12,13,263.89,130.21,343.39
600419,2423,2015-07-21,2025-07-21,3,5,14,13,4.55,17.94,23.80
600420,2319,2015-07-21,2025-07-21,4,3,7,9,16.37,10.18,23.20
600421,2364,2015-07-21,2025-07-21,3,8,15,11,193.09,-8.35,151.90
600422,2428,2015-07-21,2025-07-21,14,9,7,2,-42.83,10.32,-41.57
600423,2218,2015-07-21,2025-07-21,3,10,13,15,137.77,-24.70,114.68
600425,2428,2015-07-21,2025-07-21,3,4,5,4,61.77,-42.81,19.65
600426,2423,2015-07-21,2025-07-21,14,11,4,7,117.64,-38.62,66.30
600428,2346,2015-07-21,2025-07-21,5,2,12,14,57.49,9.69,65.80
600429,2333,2015-07-21,2025-07-21,4,13,15,12,-7.46,24.04,10.54
600433,2397,2015-08-18,2025-07-21,4,6,6,2,63.01,-37.15,25.86
600435,2429,2015-07-21,2025-07-21,5,8,6,7,-68.56,34.17,-34.39
600436,2430,2015-07-21,2025-07-21,10,15,12,15,289.55,-9.91,203.56
600438,2357,2015-07-21,2025-07-21,3,12,14,2,223.45,20.76,211.96
600439,2420,2015-07-21,2025-07-21,6,13,10,15,49.65,-18.73,32.67
600444,2429,2015-07-21,2025-07-21,3,6,10,15,97.27,31.34,109.29
600446,2333,2015-10-28,2025-07-21,6,7,5,3,26.79,45.03,56.49
600448,2383,2015-07-21,2025-07-21,3,8,4,14,-73.49,-11.90,-87.91
600449,2417,2015-07-21,2025-07-21,8,5,11,3,123.80,37.90,161.70
600452,2385,2015-07-21,2025-07-21,5,7,3,4,36.08,-17.45,26.53
600455,2255,2015-07-21,2025-07-21,6,3,9,12,-10.99,38.89,37.70
600456,2430,2015-07-21,2025-07-21,5,2,12,13,137.36,5.88,150.60
600458,2430,2015-07-21,2025-07-21,4,6,5,11,-2.26,42.67,66.96
600459,2418,2015-07-21,2025-07-21,3,13,4,11,127.01,-30.41,91.75
600460,2345,2015-07-21,2025-07-21,4,12,14,14,271.81,39.49,285.34
600461,2386,2015-08-26,2025-07-21,8,4,2,4,42.73,-38.18,11.64
600462,2106,2016-01-27,2025-07-14,10,3,2,2,68.10,-38.03,29.18
600463,2424,2015-07-21,2025-07-21,7,12,8,7,27.22,70.65,90.51
600467,2427,2015-07-21,2025-07-21,5,2,5,4,-3.78,21.00,17.22
600468,2247,2015-07-21,2025-07-21,10,12,9,6,30.20,65.59,51.13
600469,2250,2015-07-21,2025-07-21,3,11,14,11,-12.24,11.13,0.82
600470,2426,2015-07-21,2025-07-21,4,7,11,13,109.78,19.83,111.41
600475,2352,2015-07-21,2025-07-21,7,2,15,11,59.86,4.75,56.30
600476,2428,2015-07-21,2025-07-21,4,14,15,3,-18.38,-17.36,-43.74
600477,2425,2015-07-21,2025-07-21,5,15,10,15,80.86,15.72,95.76
600478,2394,2015-07-21,2025-07-21,10,2,8,12,141.13,71.42,118.52
600479,2421,2015-07-21,2025-07-21,14,14,5,8,-33.83,7.40,-28.08
600480,2302,2015-07-21,2025-07-21,3,6,15,11,76.46,0.37,77.89
600481,2371,2015-07-21,2025-07-21,4,14,12,15,182.09,101.75,224.60
600482,2344,2015-10-22,2025-07-21,4,14,3,11,-4.05,-25.96,-34.80
600483,2421,2015-07-21,2025-07-21,14,14,7,6,44.54,-24.35,-25.89
600486,2424,2015-07-21,2025-07-21,4,8,10,9,95.76,0.35,90.57
600487,2399,2015-07-21,2025-07-21,11,13,15,2,85.52,2.98,70.95
600488,2345,2015-07-21,2025-07-21,4,5,14,5,13.93,27.97,31.71
600489,2413,2015-07-21,2025-07-21,4,2,7,15,33.01,46.49,77.03
600490,2060,2015-07-21,2025-07-21,6,6,2,10,128.73,22.36,151.38
600491,2424,2015-07-21,2025-07-21,7,2,9,15,39.71,-60.26,-20.55
600493,2421,2015-07-21,2025-07-21,5,5,15,9,44.49,-4.24,38.31
600495,2430,2015-07-21,2025-07-21,5,3,5,6,-17.08,40.18,23.36
600496,2419,2015-07-21,2025-07-21,3,3,12,7,38.88,17.60,55.30
600497,2393,2015-07-21,2025-07-21,4,3,9,5,77.66,2.16,57.46
600498,2428,2015-07-21,2025-07-21,6,6,10,2,-25.61,56.54,37.25
600499,2349,2015-10-26,2025-07-21,15,15,6,9,213.04,-11.94,91.50
600500,2400,2015-07-21,2025-07-15,8,13,8,2,28.04,-59.51,-59.84
600501,2430,2015-07-21,2025-07-21,5,4,13,11,17.63,73.44,83.78
